,GG595,GG596,GG826,GG823,GG607,GG831,GG646,GG815,GG633,GG806,GG808,GG811,GG797,GG675,GG671
TRINITY_DN51747_c2_g1,11.781,0.539,1.167,3.956,0.569,1.68,0.557,5.517,5.323,5.781,0,1.028,3.257,3.849,4.908
TRINITY_DN54737_c2_g2,23.592,18.246,12.09,15.109,22.195,16.87,22.91,20.467,11.366,18.35,22.479,28.733,21.004,21.868,25.122
TRINITY_DN63232_c3_g2,7.765,8.481,6.928,7.811,7.848,9.894,9.876,9.587,10.281,6.228,6.008,8.072,8.413,7.075,9.572
TRINITY_DN51610_c3_g1,35.384,28.6,28.328,44.019,34.656,35.833,37.373,34.904,29.464,31.345,30.991,39.662,34.05,30.046,32.75
TRINITY_DN56854_c3_g1,11.554,13.805,12.929,15.401,12.131,12.626,11.538,15.37,8.6,12.497,9.302,15.021,9.918,14.589,15.092
TRINITY_DN52145_c7_g1,1.207,3.647,5.181,17.877,4.173,10.661,1.486,4.84,5.855,3.658,2.952,0.364,6.85,11.71,6.273
TRINITY_DN54687_c3_g2,14.264,12.697,12.707,16.106,16.275,15.475,12.8,14.314,15.52,14.662,15.576,13.151,14.145,14.232,12.016
TRINITY_DN51321_c3_g5,4.639,12.736,7.285,4.983,6.64,5.895,6.522,3.322,7.358,7.539,6.789,10.263,3.712,3.716,3.798
TRINITY_DN61774_c3_g7,8.21,0.794,1.167,2.023,6.42,0.914,6.121,4.019,3.215,7.458,1.542,3.698,4.058,7.187,10.397
TRINITY_DN65381_c0_g1,10.367,2.432,2.981,3.916,27.138,4.048,26.313,18.754,3.423,2.814,15.995,23.352,6.127,32.292,4.369
TRINITY_DN50599_c2_g2,3.709,3.108,3.078,21.944,2.227,5.807,3.041,12.52,7.41,6.513,13.615,8.144,5.434,6.075,5.54
TRINITY_DN67977_c4_g1,5.411,8.471,4.139,8.999,5.262,6.868,2.806,3.353,36.739,2.662,5.484,3.958,3.068,6.85,4.42
TRINITY_DN66791_c6_g1,1.147,1.284,0.318,0.725,0.2,0.619,0.645,0.769,0.334,0.518,1.676,0.353,31.239,26.881,0.102
TRINITY_DN58264_c0_g1,13.166,8.765,9.687,14.525,13.319,12.567,9.729,12.992,12.493,10.089,10.054,10.783,12.561,10.73,9.583
TRINITY_DN48521_c1_g2,0.386,0,0,22.306,4.283,0,12.36,23.594,0.417,42.735,0,34.675,4.048,26.646,0
TRINITY_DN65964_c4_g1,26.352,20.452,20.822,29.041,21.536,24.023,26.871,25.265,27.303,25.93,20.185,27.757,27.497,22.777,25.621
TRINITY_DN55700_c7_g3,28.637,23.972,22.018,21.743,29.574,24.613,22.06,25.317,25.247,23.196,27.011,29.253,28.329,39.04,22.933
TRINITY_DN57364_c2_g2,528.528,556.953,504.872,570.634,576.939,519.145,435.583,474.044,557.194,563.968,581.699,562.627,516.953,564.796,602.496
TRINITY_DN66046_c9_g4,13.849,22.707,18.583,16.83,17.722,10.621,13.083,20.138,17.106,28.266,22.822,14.876,17.332,20.776,18.014
TRINITY_DN63018_c1_g2,1.138,1.01,2.402,1.661,6.28,0.953,10.306,1.907,1.242,3.617,4.323,9.609,6.661,1.674,0.58
TRINITY_DN55367_c8_g1,52.932,49.669,49.381,50.511,43.252,48.518,47.141,62.271,39.755,73.308,44.501,59.617,41.018,48.565,49.175
TRINITY_DN45638_c0_g1,27.885,13.52,32.622,23.957,19,27.993,21.434,22.415,26.594,15.84,16.243,14.813,26.012,14.967,23.198
TRINITY_DN60532_c11_g4,27.539,42.885,37.726,35.02,32.01,22.687,29.364,48.706,41.393,50.518,25.059,35.808,34.634,26.993,50.469
TRINITY_DN51436_c6_g2,6.351,9.138,9.407,8.596,7.039,6.907,7.862,6.573,7.817,7.732,6.236,10.689,5.959,7.044,8.809
TRINITY_DN57816_c9_g3,58.541,35.424,11.491,5.466,35.185,10.228,20.055,17.175,24.945,29.587,27.697,16.766,13.66,8.443,6.018
TRINITY_DN62302_c2_g1,6.093,5.873,7.015,5.093,6.819,6.396,5.114,5.127,3.956,5.263,5.741,9.858,9.849,8.402,7.485
TRINITY_DN65854_c0_g1,12.276,9.363,11.984,16.186,11.842,9.256,8.448,7.28,29.662,5.172,7.455,11.022,6.206,3.941,4.521
TRINITY_DN60841_c0_g1,11.01,7.922,11.578,13.086,13.329,11.967,11.089,11.659,10.886,11.014,10.092,12.757,11.997,10.556,13.686
TRINITY_DN62845_c8_g6,11.287,22.276,18.043,13.901,11.272,12.419,14.403,16.293,13.245,18.97,16.367,17.961,11.145,13.313,14.124
TRINITY_DN54311_c0_g1,100.572,131.713,124.843,124.386,114.361,148.442,115.198,181.01,123.669,137.238,93.335,149.39,141.445,141.5,108.503
TRINITY_DN55094_c1_g2,8.794,7.02,8.259,7.872,9.116,6.789,6.972,8.09,10.844,10.74,6.712,9.63,5.781,8.484,8.259
TRINITY_DN64552_c5_g6,22.079,30.482,21.159,17.173,29.474,20.27,23.429,11.33,22.836,25.32,26.868,17.857,24.34,25.053,20.041
TRINITY_DN56805_c7_g4,508.556,622.24,710.667,346.825,401.493,850.241,1071.268,431.726,679.569,602.689,237.17,1691.484,1085.297,324.899,1311.897
TRINITY_DN51732_c3_g1,17.212,17.589,15.496,13.509,16.285,13.726,17.718,11.782,17.023,16.551,14.977,17.899,18.995,15.293,16.314
TRINITY_DN64950_c4_g1,0.673,1.706,0.81,0.342,0.369,0.776,1.545,1.569,10.907,1.656,0.409,2.587,0.96,1.123,0.967
TRINITY_DN65640_c0_g1,21.208,15.873,14.531,22.014,17.413,17.037,22.91,21.297,16.511,24.588,19.09,22.397,17.718,16.386,12.821
TRINITY_DN53980_c3_g4,11.94,10.922,11.028,11.354,13.369,12.498,11.323,12.233,11.147,11.278,13.044,12.819,13.026,12.312,10.906
TRINITY_DN61146_c0_g2,27.876,39.041,31.995,22.367,26.169,26.696,25.013,22.63,20.665,31.528,33.8,27.248,22.687,26.248,21.538
TRINITY_DN50897_c3_g2,46.918,45.346,48.822,45.237,56.352,32.935,37.109,39.959,35.653,53.485,61.306,46.673,43.691,48.851,38.004
TRINITY_DN68313_c5_g1,14.126,16.011,21.294,12.532,20.169,14.748,19.762,11.792,14.539,18.319,9.55,20.475,17.154,14.844,12.057
TRINITY_DN66912_c1_g2,3.165,9.559,8.828,6.15,7.069,7.438,8.497,8.367,8.6,9.063,10.283,10.918,8.117,8.984,7.128
TRINITY_DN67556_c2_g9,5.995,12.883,10.826,4.59,3.355,9.138,1.975,3.732,2.818,6.604,0.524,3.459,2.88,2.644,2.892
TRINITY_DN61847_c1_g5,9.338,8.746,10.613,13.952,13.848,14.011,10.697,17.596,10.615,10.77,8.417,12.258,13.145,12.69,11.029
TRINITY_DN62738_c4_g4,9.447,9.206,7.719,9.392,8.686,8.548,7.285,7.639,9.487,7.834,10.026,9.422,8.671,9.209,8.788
TRINITY_DN62581_c2_g1,8.359,8.402,9.658,9.19,9.305,7.015,7.598,8.911,8.057,9.815,11.006,8.04,9.324,9.28,6.945
TRINITY_DN47203_c0_g1,10.139,21.374,22.578,21.108,12.69,9.157,13.895,22.035,14.163,19.274,14.11,22.552,14.085,17.56,16.151
TRINITY_DN57296_c2_g1,11.801,13.697,11.019,10.197,10.573,10.759,8.126,9.146,12.942,11.867,11.282,11.603,11.799,13.507,10.967
TRINITY_DN54490_c0_g1,21.001,20.472,23.456,33.399,28.935,28.287,25.688,31.397,28.692,30.37,25.155,24.9,25.844,34.201,29.583
TRINITY_DN54775_c3_g2,0.465,4.118,7.642,0,6.65,2.879,2.063,1.897,0.511,9.185,9.045,1.932,5.444,3.553,2.077
TRINITY_DN64938_c0_g2,65.762,80.436,34.233,100.932,63.171,85.088,48.354,69.346,156.901,100.264,78.968,70.15,99.695,40.674,72.169
TRINITY_DN48499_c0_g1,16.757,28.217,21.787,17.394,14.727,28.562,48.422,25.911,7.963,13.341,19.985,30.634,21.39,8.076,26.273
TRINITY_DN64859_c2_g1,7.646,10.099,11.453,8.425,12.301,12.596,13.347,10.213,10.75,12.518,9.131,11.209,10.195,9.25,12.536
TRINITY_DN63793_c7_g1,45.038,67.465,80.614,72.113,45.469,53.342,55.198,85.322,47.875,66.236,49.414,74.451,72.9,65.451,80.662
TRINITY_DN66644_c5_g1,8.942,8.942,9.542,7.69,7.528,6.17,9.68,6.973,6.346,12.508,8.778,10.305,10.848,8.943,9.664
TRINITY_DN62227_c0_g3,0,0,0,0.201,19.17,11.564,0,14.396,5.751,0,0.838,0.592,5.454,0.766,5.265
TRINITY_DN52590_c8_g2,8.596,10.677,9.871,9.764,10.623,9.373,9.221,9.731,7.598,12.193,12.501,8.695,10.175,9.076,9.807
TRINITY_DN68085_c3_g2,44.573,32.384,18.699,30.208,28.296,28.582,32.826,21.943,25.654,34.505,22.165,18.138,22.716,32.414,36.273
TRINITY_DN53953_c1_g4,95.121,48.248,65.659,65.147,68.673,71.224,69.709,65.306,92.441,60.14,53.813,71.896,67.644,89.127,102.699
TRINITY_DN67278_c1_g3,11.623,8.667,6.812,6.412,13.928,15.573,5.28,8.48,11.178,9.866,9.321,5.61,11.967,9.25,14.389
TRINITY_DN63547_c4_g5,9.763,3.137,2.788,3.221,4.074,0.383,3.266,7.475,3.455,5.893,2.818,7.22,2.306,0,4.827
TRINITY_DN50161_c1_g1,21.644,22.276,22.211,24.642,23.314,22.765,22.275,25.952,23.734,29.191,24.698,25.066,26.418,23.43,23.717
TRINITY_DN67237_c5_g1,10.792,5.942,8.616,10.237,10.254,7.634,7.852,7.311,8.506,6.655,7.217,7.376,10.017,9.75,10.173
TRINITY_DN66520_c6_g1,40.903,32.002,44.548,57.608,45.479,32.836,41.411,36.883,52.613,32.534,24.898,25.305,33.119,30.311,41.741
TRINITY_DN53299_c10_g9,8.131,9.814,8.404,8.043,9.096,6.858,8.664,9.833,10.04,12.091,11.93,7.168,9.383,8.188,10.55
TRINITY_DN49930_c0_g2,19.368,17.53,19.104,24.611,20.628,21.783,24.211,20.877,18.067,19.62,17.69,24.64,19.737,20.49,22.882
TRINITY_DN58034_c7_g3,7.825,5.775,7.343,9.432,7.848,8.568,9.055,9.126,7.828,7.011,5.246,8.009,8.849,7.851,9.348
TRINITY_DN62647_c2_g1,33.742,29.668,31.753,33.158,48.914,36.246,27.712,38.38,30.56,31.071,39.046,36.763,39.573,43.185,36.619
TRINITY_DN57088_c1_g10,0.712,0,0,3.503,0,0,1.125,0,0,0,13.606,23.165,0,41.837,3.544
TRINITY_DN193108_c0_g1,5.47,7.383,6.252,3.241,3.874,4.657,4.987,5.322,6.001,5.476,5.96,3.418,3.049,5.493,11.018
TRINITY_DN50735_c0_g1,6.578,12.383,7.642,11.475,8.607,10.474,7.764,14.427,9.738,17.131,10.149,9.183,8.819,9.689,9.511
TRINITY_DN63848_c1_g5,19.151,22.089,22.037,16.679,20.009,16.801,16.036,16.334,16.543,21.713,21.203,18.314,16.53,20.776,16.752
TRINITY_DN62010_c1_g1,7.785,8.177,7.825,5.899,7.149,7.939,7.392,5.916,5.907,8.139,9.959,6.524,6.76,7.391,5.825
TRINITY_DN59700_c11_g2,15.145,17.619,15.187,21.712,18.92,12.036,11.255,17.308,15.489,15.485,12.777,14.18,13.244,13.599,13.666
TRINITY_DN68205_c7_g2,44.049,35.335,34.542,26.474,30.862,41.483,23.37,34.412,30.643,35.714,29.687,36.753,32.892,46.983,33.972
TRINITY_DN54319_c3_g1,13.987,16.756,18.419,15.914,12.57,12.419,12.966,14.735,12.9,18.898,16.205,16.891,13.857,11.802,14.929
TRINITY_DN50985_c4_g2,7.518,7.491,7.497,7.63,9.256,8.98,5.339,8.121,7.17,7.183,8.759,7.24,8.463,9.168,6.517
TRINITY_DN65460_c1_g3,26.659,28.119,24.189,17.384,27.098,19.602,16.946,18.139,27.804,31.802,19.623,25.783,17.718,31.138,19.308
TRINITY_DN68322_c17_g8,8.547,7.265,7.121,3.735,7.598,9.796,4.214,5.024,6.283,14.448,15.691,6.534,6.741,8.555,7.22
TRINITY_DN66990_c7_g4,18.508,27.904,22.771,19.639,21.147,20.545,22.422,21.492,18.703,22.861,24.936,22.397,19.331,19.54,22.424
TRINITY_DN65986_c0_g2,4.313,2.696,44.519,40.828,176.035,4.559,17.493,4.009,5.114,7.326,47.9,8.632,98.269,172.985,27.984
TRINITY_DN64437_c8_g2,21.08,4.441,3.58,3.684,3.295,5.296,3.149,4.173,2.641,4.836,5.018,3.366,3.544,3.839,3.024
TRINITY_DN67543_c9_g7,11.287,26.286,33.857,32.302,19.09,17.371,19.381,21.379,24.757,24.72,14.053,19.478,26.755,14.64,21.456
TRINITY_DN67927_c10_g1,18.607,33.325,26.514,28.054,26.169,24.927,25.893,24.589,23.024,29.658,33.057,24.9,26.339,18.714,25.866
TRINITY_DN49200_c0_g2,24.166,23.168,26.128,20.273,17.942,17.509,26.509,28.157,17.9,22.505,16.805,22.054,17.807,20.48,26.487
TRINITY_DN54037_c3_g2,9.625,8.971,8.211,9.19,9.875,8.253,8.175,8.316,8.068,9.317,11.873,8.456,9.334,9.035,8.045
TRINITY_DN66729_c1_g2,3.136,3.128,7.864,1.812,4.104,6.121,3.442,1.661,8.496,10.465,11.825,13.421,3.514,44.38,10.57
TRINITY_DN46999_c0_g2,8.28,8.383,7.043,7.821,10.264,11.84,7.158,7.69,7.88,8.85,14.244,8.3,8.275,8.116,7.189
TRINITY_DN53731_c6_g1,221.551,181.363,123.512,121.115,166.31,136.239,104.06,114.35,172.389,142.308,181.119,136.229,161.42,181.827,163.391
TRINITY_DN62175_c3_g3,12.494,6.893,7.265,8.969,10.374,8.764,10.032,6.624,10.928,7.001,7.817,9.484,8.493,9.903,10.041
TRINITY_DN61629_c4_g2,7.34,7.491,8.182,10.177,9.765,10.376,10.228,11.084,9.769,9.114,9.321,9.183,10.096,8.178,9.868
TRINITY_DN64720_c5_g1,13.601,14.883,12.157,11.797,13.289,12.92,10.15,13.012,11.564,13.087,16.748,13.691,14.689,13.201,9.45
TRINITY_DN67642_c1_g1,15.234,19.56,16.837,14.495,15.037,16.772,17.826,19.482,17.002,16.582,18.928,14.928,17.767,13.405,15.326
TRINITY_DN62541_c3_g3,19.101,14.873,14.145,15.723,16.015,18.845,18.315,22.405,18.495,15.566,13.434,14.533,16.421,16.039,18.228
TRINITY_DN68351_c20_g1,17.667,8.824,13.219,9.804,12.311,1.798,3.197,9.249,10.573,15.413,10.635,16.642,2.574,14.201,5.927
TRINITY_DN65948_c3_g3,18.508,25.462,24.797,17.354,25.9,23.522,23.038,21.01,25.623,25.523,17.681,14.159,22.994,19.877,23.269
TRINITY_DN66655_c3_g1,8.379,11.187,10.256,5.879,4.902,7.703,7.744,3.568,4.415,10.211,11.292,3.864,3.286,5.033,4.756
TRINITY_DN65575_c5_g3,29.399,24.884,24.141,22.679,19.16,36.197,28.953,37.98,18.442,29.516,15.634,21.638,19.43,25.789,18.167
TRINITY_DN67945_c5_g1,3.581,5.304,11.52,4.479,7.139,5.06,5.975,7.342,3.496,8.504,5.817,5.163,2.673,2.675,5.825
TRINITY_DN56805_c11_g1,6.746,9.873,13.72,8.617,16.045,4.864,13.122,15.596,15.729,12.02,8.731,15.011,10.532,7.095,9.012
TRINITY_DN65728_c1_g4,1514.422,2297.696,1968.726,2438.62,1507.486,1979.612,2091.727,1893.858,1800.209,2602.576,1834.89,2798.776,1470.416,1207.866,2251.572
TRINITY_DN57716_c1_g1,6.558,7.824,6.165,4.198,8.017,6.318,3.833,3.291,5.041,10.15,14.786,4.28,7.335,8.484,5.346
TRINITY_DN64888_c6_g1,8.596,8.383,8.751,8.445,6.17,7.34,9.338,7.085,10.74,10.658,8.283,9.973,6.424,8.3,10.377
TRINITY_DN52877_c4_g3,17.182,22.099,18.323,18.149,22.235,18.904,16.271,20.866,13.923,25.432,26.63,17.649,25.518,21.266,19.308
TRINITY_DN63522_c3_g2,18.399,21.844,18.795,18.179,19.41,20.132,17.347,19.677,16,24.67,21.937,18.885,22.043,20.735,15.458
TRINITY_DN62645_c2_g1,70.51,71.357,58.586,65.832,76.201,72.698,69.572,54.345,142.685,75.249,58.317,69.413,61.092,77.549,67.179
TRINITY_DN58997_c3_g1,13.028,10.167,16.74,17.173,15.526,10.022,14.022,16.057,19.997,19.488,16.414,16.87,11.997,16.049,13.198
TRINITY_DN55420_c0_g1,9.595,9.452,10.228,10.096,9.325,9.305,9.446,10.059,9.372,8.789,8.064,9.401,7.404,8.933,9.684
TRINITY_DN68139_c4_g1,46.393,39.051,44.017,42.418,40.716,31.5,42.399,34.299,47.29,35.836,39.741,39.672,43.562,43.787,44.817
TRINITY_DN61563_c1_g3,5.54,10.02,5.847,4.832,4.563,5.915,6.072,4.922,4.916,5.365,6.931,6.825,6.186,6.697,4.46
TRINITY_DN66641_c1_g1,11.237,10.814,17.039,15.21,12.061,10.415,11.098,11.371,10.855,10.74,11.178,9.526,12.927,12.425,11.039
TRINITY_DN57529_c7_g1,11.089,16.55,13.074,13.207,16.354,12.881,15.088,14.663,12.712,16.165,14.662,12.414,14.926,12.925,13.707
TRINITY_DN67267_c5_g4,7.449,4.02,8.423,5.989,4.793,3.911,4.684,3.702,3.956,9.378,5.494,8.269,11.482,5.819,6.344
TRINITY_DN54618_c1_g8,14.324,19.913,20.137,13.851,16.694,14.64,13.836,12.674,13.589,13.981,19.185,14.72,10.888,18.315,12.525
TRINITY_DN49741_c2_g2,67.058,62.572,66.614,82.995,77.239,77.129,66.766,67.552,79.28,76.041,71.37,76.799,69.327,80.296,85.998
TRINITY_DN63033_c3_g2,3.967,1.804,11.366,1.51,1.388,4.048,10.385,2.174,0.929,1.372,0.924,1.143,1.554,0.286,0.224
TRINITY_DN67963_c6_g2,122.898,126.919,167.451,370.189,368.544,103.078,53.35,90.1,136.381,306.064,560.638,294.002,187.838,270.157,88.513
TRINITY_DN61017_c8_g2,16.431,15.236,12.167,13.418,13.169,13.795,12.145,13.033,14.476,12.782,14.139,14.793,15.055,14.446,15.489
TRINITY_DN58256_c0_g1,2103.568,983.084,1257.568,822.506,1439.512,1729.045,1743.777,1245.807,1208.332,1375.17,1089.914,1894.872,1083.436,1364.752,802.68
TRINITY_DN52252_c0_g2,16.005,13.422,15.621,14.465,18.082,16.664,14.648,16.006,13.464,15.129,14.853,15.374,15.976,17.488,13.91
TRINITY_DN58822_c5_g1,33.662,32.306,30.152,26.484,33.737,28.71,30.186,25.819,34.818,26.255,25.697,26.354,31.466,31.383,31.395
TRINITY_DN54356_c5_g1,9.843,6.696,8.703,9.774,7.408,7.605,8.106,8.726,8.496,5.761,6.065,7.833,10.908,8.627,8.758
TRINITY_DN58422_c3_g3,4.689,7.373,7.97,6.372,9.775,8.234,6.522,5.804,9.226,8.616,7.588,6.991,6.483,5.197,6.945
TRINITY_DN57667_c4_g1,15.036,9.903,9.031,10.408,11.712,9.943,12.125,9.536,11.867,9.398,8.912,12.299,10.512,11.383,7.821
TRINITY_DN55120_c8_g9,10.119,8.373,11.096,2.396,5.422,4.294,15.186,1.887,2.265,7.387,9.312,5.371,5.583,20.082,11.894
TRINITY_DN62935_c4_g5,8.22,9.167,10.768,9.935,8.217,7.055,10.834,8.603,7.984,10.13,9.235,8.186,7.186,7.453,8.483
TRINITY_DN63461_c2_g1,30.932,27.904,15.698,35.06,9.685,4.127,49.527,12.233,13.881,12.01,23.66,23.924,22.122,11.639,17.943
TRINITY_DN66867_c8_g1,5.698,21.923,2.846,24.672,29.554,34.045,17.19,13.843,35.267,1.311,17.043,7.822,24.003,25.166,9.695
TRINITY_DN64371_c6_g1,18.795,24.845,19.751,21.612,21.347,12.134,40.169,25.101,20.488,23.237,11.302,34.925,17.074,10.158,24.369
TRINITY_DN54472_c4_g1,16.322,10.334,18.313,23.816,19.3,23.62,17.523,20.2,18.411,14.428,14.234,16.205,21.301,18.183,18.656
TRINITY_DN59024_c0_g1,38.45,38.492,40.553,37.174,38.919,39.98,40.58,37.252,42.552,50.914,42.407,39.547,46.244,36.794,39.715
TRINITY_DN59068_c4_g1,3.907,2.49,4.718,0.574,6.26,3.871,9.035,1.723,4.29,7.305,2.047,4.83,5.375,11.302,0.631
TRINITY_DN64233_c8_g1,3.067,6.834,6.764,5.738,6.859,5.895,8.83,5.763,3.361,4.247,7.455,3.854,12.264,8.024,13.788
TRINITY_DN67386_c12_g1,6.766,5.089,6.542,7.701,7.558,8.371,9.328,7.865,8.099,8.149,6.817,6.441,8.423,7.606,7.719
TRINITY_DN52818_c0_g3,9.318,10.118,10.363,11.053,10.044,9.668,9.377,10.336,11.032,8.799,9.216,9.754,9.908,9.127,10.805
TRINITY_DN65881_c9_g2,4.61,4.177,4.159,5.879,4.832,3.321,9.622,6.214,4.102,5.812,5.256,5.589,3.87,3.226,3.564
TRINITY_DN49326_c1_g1,14.155,6.393,13.026,19.397,22.125,20.535,11.773,8.398,49.44,20.626,15.548,11.136,21.568,31.077,17.077
TRINITY_DN56823_c5_g1,8.003,8.108,6.986,8.717,9.984,6.583,8.605,6.788,7.243,8.626,8.664,8.248,8.146,7.228,8.432
TRINITY_DN53004_c5_g1,4.966,7.216,5.461,6.825,5.262,5.06,5.593,6.111,5.511,6.929,7.883,7.864,7.315,9.229,6.405
TRINITY_DN68248_c13_g7,49.48,49.718,39.463,48.096,42.623,58.736,19.997,60.067,17.983,29.78,47.777,45.271,33.139,24.267,40.071
TRINITY_DN19909_c0_g1,3.531,6.334,2.731,6.563,4.034,8.745,9.886,5.301,7.494,3.963,6.912,6.441,8.661,2.164,9.481
TRINITY_DN64077_c5_g2,13.542,17.344,12.688,10.358,10.833,13.254,15.626,16.96,16.428,14.245,13.558,10.658,15.827,16.855,13.89
TRINITY_DN65272_c2_g1,14.521,7.569,9.706,11.022,10.583,7.231,9.289,9.095,11.909,8.545,8.436,9.91,11.324,14.048,12.515
TRINITY_DN50824_c4_g1,21.109,30.237,27.72,25.407,25.3,21.488,24.299,35.417,22.106,24.436,25.136,30.25,20.638,24.359,20.957
TRINITY_DN59607_c0_g2,9.447,4.128,5.625,8.234,6.869,6.671,5.065,6.726,8.454,5.964,4.085,4.29,7.265,8.637,6.548
TRINITY_DN62984_c12_g1,7.102,5.765,6.6,4.731,3.794,6.288,6.375,10.038,6.158,8.139,4.789,8.674,3.959,4.717,6.446
TRINITY_DN55871_c5_g3,9.091,9.853,11.385,6.372,6.849,9.57,8.771,7.137,6.628,11.441,9.94,6.638,6.84,9.27,5.855
TRINITY_DN53997_c3_g1,9.803,9.128,15.708,4.52,6.729,8.018,9.397,8.203,7.254,10.1,14.072,7.22,9.562,8.31,7.077
TRINITY_DN51296_c2_g1,15.837,9.187,8.462,9.704,11.812,8.853,10.023,10.151,13.172,8.819,9.845,9.806,11.155,12.445,11.303
TRINITY_DN59455_c4_g3,18.646,30.502,23.263,17.626,15.017,21.36,28.396,22.743,15.593,19.041,29.544,37.044,14.085,12.853,21.12
TRINITY_DN60940_c13_g2,19.784,27.747,26.437,24.994,31.071,25.752,20.231,24.558,24.131,30.024,39.95,27.559,29.457,26.125,21.008
TRINITY_DN68138_c7_g1,8.25,6,6.764,9.835,8.846,7.801,8.585,10.705,8.297,9.795,4.046,6.794,8.691,8.617,7.088
TRINITY_DN62401_c1_g1,1.721,22.001,1.756,2.456,3.994,80.873,2.601,6.306,15.436,15.21,2.485,4.997,4.523,1.776,10.051
TRINITY_DN51097_c2_g1,71.489,48.993,66.344,89.91,87.224,84.783,75.439,78.452,81.701,65.169,67.714,66.899,77.087,82.654,80.662
TRINITY_DN49199_c0_g1,23.553,16.756,18.043,20.072,18.851,13.53,17.718,19.698,20.144,15.84,19.271,22.76,20.648,16.263,14.725
TRINITY_DN62738_c4_g2,9.2,7.196,7.873,7.318,7.928,7.408,6.522,6.839,7.776,8.047,8.607,7.272,7.226,8.127,8.014
TRINITY_DN52841_c2_g2,24.641,15.756,18.361,23.253,20.248,19.14,20.016,20.374,20.665,18.573,17.547,20.423,22.429,19.939,19.073
TRINITY_DN54944_c3_g1,5.401,8.295,8.028,8.727,9.715,19.464,7.96,9.023,8.005,10.597,9.531,9.443,8.314,11.281,9.338
TRINITY_DN65358_c2_g1,4.807,5.157,5.181,6.08,10.284,6.445,5.847,5.804,8.621,5.446,6.093,6.68,7.275,9.934,8.035
TRINITY_DN66238_c0_g1,9.437,8.932,7.285,8.003,8.027,6.416,9.084,9.136,9.247,7.844,8.312,9.578,8.869,7.463,7.963
TRINITY_DN60925_c0_g1,13.532,12.138,10.16,12.593,16.195,14.679,11.362,14.612,11.825,13.676,19.061,10.7,15.817,14.742,12.403
TRINITY_DN64604_c4_g1,12.078,13.618,12.553,9.18,9.246,11.201,12.008,16.098,10.635,8.962,6.56,13.941,15.055,11.138,8.89
TRINITY_DN55460_c2_g1,12.246,19.227,15.708,11.576,12.081,11.25,13.817,10.274,17.618,16.572,14.748,13.91,13.788,10.342,11.263
TRINITY_DN53516_c1_g1,11.95,12.148,13.151,11.274,11.372,12.518,12.105,11.556,13.589,11.065,8.331,11.562,11.779,13.078,11.589
TRINITY_DN58451_c4_g1,29.814,43.836,33.461,59.007,35.035,38.319,19.674,18.58,40.799,51.087,60.621,46.559,38.158,62.858,27.088
TRINITY_DN67782_c1_g2,39.044,66.239,42.309,45.227,53.067,56.938,50.202,58.734,52.77,64.58,58.355,65.611,68.1,58.08,44.511
TRINITY_DN63018_c1_g4,21.07,0.539,0.608,4.107,0.649,4.186,0,0.308,0.104,8.443,0.057,4.799,0.04,0.184,0.988
TRINITY_DN67802_c0_g2,14.512,19.776,4.139,8.254,4.293,4.186,11.871,8.911,7.087,12.955,8.359,9.37,14.145,10.638,14.063
TRINITY_DN54531_c3_g1,14.422,9.677,11.993,15.522,13.858,13.264,14.863,15.463,12.733,11.37,10.416,11.011,20.113,13.752,11.059
TRINITY_DN56085_c1_g2,7.933,7.206,6.117,9.21,8.656,10.592,7.236,10.141,7.389,9.195,9.454,6.659,10.057,10.597,8.35
TRINITY_DN64892_c4_g1,13.71,8.314,11.713,13.75,15.086,13.471,11.91,12.807,12.159,10.12,10.702,11.479,13.145,14.364,12.862
TRINITY_DN68202_c22_g4,18.973,12.363,16.316,17.183,25.35,19.356,17.288,17.134,18.86,17.283,17.233,17.203,23.211,19.193,18.279
TRINITY_DN50250_c5_g5,9.783,12.207,10.382,29.131,18.381,12.685,12.154,8.582,14.862,7.895,23.774,16.6,14.877,25.339,7.108
TRINITY_DN65831_c4_g2,10.654,7.461,7.275,13.66,11.053,11.506,10.394,11.279,11.001,10.455,9.093,10.814,11.521,11.894,11.018
TRINITY_DN67851_c2_g1,13.829,6.981,7.265,4.469,7.638,6.927,5.427,4.286,8.005,7.681,5.922,3.885,6.998,6.35,8.534
TRINITY_DN67203_c11_g1,4.817,5.441,6.108,5.687,5.841,7.497,7.48,9.157,5.386,7.58,4.78,7.189,5.404,3.267,5.967
TRINITY_DN65377_c5_g1,3.591,8.491,5.085,5.456,5.292,9.285,6.278,4.399,8.778,7.295,3.675,5.89,3.593,3.89,6.487
TRINITY_DN68312_c27_g1,6.361,8.589,6.619,5.567,9.845,25.615,8.351,9.536,12.316,16.755,5.579,13.858,9.106,15.763,7.668
TRINITY_DN65460_c1_g2,27.153,28.776,24.179,20.807,36.693,26.607,19.625,20.364,26.134,32.331,23.108,32.203,18.846,28.862,20.204
TRINITY_DN64780_c0_g3,5.915,7.422,5.673,3.342,6.22,5.473,8.908,5.024,4.081,9.368,4.846,7.095,4.603,2.879,4.725
TRINITY_DN49655_c0_g1,13.008,15.413,12.678,14.827,14.048,16.968,12.066,11.812,13.307,15.972,13.482,14.845,12.65,13.946,12.76
TRINITY_DN49443_c1_g2,19.299,14.511,10.392,9.17,20.318,10.847,13.406,12.561,18.213,15.373,12.025,18.553,12.818,10.516,9.511
